hip,ra,dec,Vmag
29379,92.88460768,24.42025265,5.83
29388,92.90246332,48.71098893,5.78
29399,92.92959555,-18.18607702,6.6
29401,92.93214946,-4.66543978,6.18
29404,92.9413085,52.64718651,6.28
29416,92.9642249,21.86823409,6.93
29417,92.96589212,-6.55028721,5.06
29426,92.98498257,14.20876508,4.45
29432,93.00236036,6.78307457,6.85
29433,93.00558404,19.79054282,5.76
29434,93.01366463,16.13040608,4.95
29439,93.04684195,-65.53115011,6.85
29450,93.07957659,22.90851413,6.51
29451,93.08384984,32.69337964,5.78
29464,93.12148957,-36.56373918,6.88
29468,93.1341677,-61.47404964,6.59
29487,93.18580773,-2.50481656,6.62
29488,93.19303003,-17.76323099,6.52
29490,93.21276259,65.71842205,5.36
29497,93.23126406,-8.72906138,6.91
29508,93.24748787,10.28741533,6.6
29509,93.24821987,6.01625794,6.45
29513,93.26174631,-4.93527845,6.94
29525,93.30209507,10.62714376,6.43
29536,93.35285511,-15.38414342,6.85
29541,93.3770547,37.15912585,6.77
29545,93.38855731,18.680346,6.58
29546,93.38949502,-29.39574233,6.52
29555,93.41853766,-56.9183628,6.77
29561,93.42401199,-51.66754259,6.85
29568,93.43873236,-23.86193794,6.37
29569,93.43892295,51.17246903,6.07
29575,93.4759737,-3.74137366,5.83
29579,93.48794091,-7.24806291,6.78
29581,93.50208898,33.24427463,6.59
29616,93.61909677,17.90635258,5.86
29619,93.62624575,-29.60429161,6.98
29629,93.65292854,-4.56845744,5.83
29635,93.67476414,-73.6265108,6.61
29637,93.6803827,16.03711148,6.66
29650,93.71198632,19.15644813,5.2
29651,93.71388683,-6.27477613,3.99
29655,93.71940501,22.50679887,3.31
29673,93.77508293,-71.70276783,6.62
29679,93.78501077,-20.27218585,5.88
29678,93.78529977,13.8510985,5.91
29692,93.82384512,-18.47716263,5.99
29694,93.84174926,16.43093609,6.98
29696,93.84453777,29.49807609,4.32
29699,93.84856976,-11.90443957,6.6
29704,93.85469975,16.14317514,5.34
29705,93.85895219,-9.0357571,6.09
29711,93.87363793,-4.91471938,5.99
29716,93.8927712,-0.51218939,5.62
29725,93.91255536,36.14869018,6.86
29728,93.91740393,6.06616571,6.07
29730,93.91892108,59.99897555,5.37
29731,93.92229106,18.29748626,6.61
29735,93.93702565,-13.71841389,5.0
29736,93.93735132,12.55106693,5.44
29739,93.94588939,4.28363577,6.63
29746,93.97488669,1.16907846,6.37
29752,93.98535135,10.281728,6.84
29756,93.98819115,-29.78842486,6.67
29763,94.0166311,59.21504445,6.59
29771,94.0320452,-16.61800646,5.97
29788,94.07827248,-59.21350375,6.44
29789,94.07935759,23.97002683,6.09
29790,94.08580736,30.10247915,6.91
29791,94.08781819,1.08034636,6.63
29798,94.09913376,17.18160731,6.39
29800,94.11091508,12.27216306,5.04
29807,94.13806515,-35.1405187,4.37
29808,94.14828215,-39.26439442,6.0
29811,94.17344419,-12.04727291,6.76
29839,94.24351813,7.05257573,6.56
29840,94.24460598,23.74090929,6.24
29842,94.25512924,-37.73744555,5.54
29843,94.26499633,-22.71522918,6.05
29850,94.27758229,9.94239049,5.39
29852,94.28986852,-37.25349784,5.88
29854,94.30333896,-24.07458081,6.73
29855,94.30791828,-26.93289254,6.87
29860,94.31724025,5.10011184,5.7
29881,94.3887993,14.05867781,6.59
29882,94.39059116,35.14919644,6.68
29884,94.3943596,46.42395312,6.53
29885,94.39635095,-10.72498829,6.76
29895,94.42384802,-16.81590822,5.15
29900,94.43427716,-19.18870543,6.72
29901,94.43742069,39.47387592,6.72
29913,94.46560746,-52.73303144,6.4
29917,94.4722183,-4.3826808,6.65
29919,94.4784176,61.51528645,5.01
29929,94.52309258,-53.55907002,6.86
29931,94.52336734,14.38285898,6.12
29936,94.53528295,-6.72537855,6.79
29941,94.55720049,-19.96697434,5.51
29949,94.57027368,46.36044349,6.33
29951,94.57261109,-5.65434278,6.88
29955,94.58662377,27.21014632,6.66
29975,94.6573758,29.78140749,6.86
29982,94.66814019,9.04718273,6.24
29993,94.70329569,-15.02495364,6.04
29996,94.71076247,-9.39001835,5.36
29997,94.71157129,69.31978723,4.76
30002,94.72443142,35.2079454,6.62
30003,94.7267747,23.60328225,6.58
30011,94.74573027,-20.92561099,5.79
30019,94.75767584,17.32525896,6.27
30023,94.76997535,47.39403334,6.83
30025,94.77613128,12.74673287,6.73
30028,94.78304674,-8.58601168,6.22
30031,94.79149129,56.52659219,6.9
30038,94.81322735,-69.78455213,6.91
30046,94.83039787,23.46940547,6.91
30049,94.84384547,23.27450743,6.95
30051,94.85586615,13.43393952,6.9
30058,94.89910262,69.56907612,6.77
30060,94.90577841,59.01096456,4.44
30062,94.90904238,-22.10311888,6.29
30064,94.9104245,-63.82359039,6.86
30065,94.91249862,68.67690961,6.86
30067,94.91738514,16.01324902,6.61
30069,94.92065172,-34.3965909,5.76
30073,94.92832662,-7.82290853,5.27
30079,94.94980053,-39.48648485,6.61
30088,94.98902873,-13.99301396,6.67
30093,94.99833381,-2.94449271,4.91
30094,94.99942075,-61.32961507,6.95
30099,95.01760007,14.65112701,5.67
30104,95.02556542,-48.74109297,6.61
30105,95.02844488,-7.87198399,6.94
30120,95.07139641,7.71882621,6.76
30122,95.07830229,-30.0633673,3.02
30132,95.11232993,-49.10432293,6.81
30141,95.14648993,-23.63796338,6.49
30143,95.15099808,-34.14414448,5.55
30149,95.16686619,-9.89100508,6.9
30153,95.17530351,72.14596006,6.57
30167,95.21030348,-4.59547445,6.75
30169,95.2171475,11.75622246,6.54
30174,95.23504314,-29.67086806,6.99
30190,95.27262866,-11.81732451,6.32
30200,95.29965893,29.54081647,6.41
30205,95.32454462,42.34029879,6.79
30214,95.35298026,-11.77323796,5.48
30215,95.35428014,-60.02197051,6.96
30217,95.35737714,2.2685225,6.3
30218,95.35802316,17.76350339,6.32
30237,95.41974093,-56.36230883,6.79
30238,95.42408704,-8.23604935,6.96
30245,95.43735636,12.86193759,6.68
30247,95.44220782,53.45217905,5.34
30252,95.45858313,-51.23770778,6.74
30267,95.50542524,44.05851546,6.88
30272,95.51479935,59.37209929,6.05
30276,95.52544963,-15.66343405,6.51
30277,95.52845101,-33.43640007,3.85
30299,95.59666368,-45.96033841,6.84
30314,95.62892101,-60.21865245,6.53
30318,95.65163423,12.57023753,6.0
30321,95.65947681,-69.98404327,5.56
30324,95.67493869,-17.95591772,1.98
30328,95.68850626,4.21033347,6.89
30333,95.70677787,17.57409176,6.92
30339,95.7298814,-45.62889427,6.73
30342,95.73260958,-56.36996941,5.6
30343,95.74011257,22.51358585,2.87
30351,95.75612502,-3.27697562,6.56
30352,95.75606034,-63.68313621,6.3
30357,95.77653836,56.97634869,6.47
30372,95.80433952,-34.99684091,6.53
30376,95.81030887,-31.79031254,6.31
30381,95.82662153,-14.83535327,6.96
30382,95.82704542,3.7644893,6.41
30387,95.84497763,-4.68750677,6.66
30395,95.8731108,-29.86076099,6.99
30407,95.8996581,-9.87472734,6.11
30408,95.91180335,40.52137101,6.81
30414,95.92818641,-16.46718916,6.57
30418,95.93854179,-37.01458981,6.89
30419,95.94202277,4.59286494,4.39
30420,95.94226275,-15.07125707,6.27
30422,95.94375299,4.59581241,6.72
30423,95.94552967,-58.54387101,6.47
30425,95.94819061,2.66573079,6.86
30426,95.94855697,-19.78539333,6.61
30436,95.98298405,-25.57762938,5.61
30438,95.9879578,-52.69566046,-0.62
30444,96.00420692,-36.70776389,5.62
30448,96.00951389,8.88501437,6.24
30455,96.02544019,-36.70298319,6.84
30457,96.04300064,-11.53008787,5.21
30461,96.05446371,-26.44502674,6.68
30463,96.05767977,-60.28132508,5.78
30466,96.0724639,43.23034501,6.98
30468,96.08574427,-12.96193953,6.12
30469,96.08810431,-16.22456491,6.95
30476,96.10145806,-42.84751768,6.67
30480,96.11081628,-63.42892918,6.45
30492,96.14083811,11.25650003,6.85
30493,96.14139483,-1.4182201,6.72
30497,96.16236576,35.25503202,6.56
30501,96.18228107,25.04871376,6.35
30503,96.18283247,-28.78011246,6.37
30505,96.18540315,-40.28397934,6.3
30518,96.2197972,29.70705606,6.7
30517,96.21987443,16.05712998,6.35
30520,96.22459464,49.287893,4.92
30524,96.23249238,-63.82814393,6.26
30540,96.30344498,32.27176342,6.97
30541,96.30417063,7.0857132,6.26
30545,96.31894142,-0.94588261,5.88
30547,96.32701601,1.50151567,6.66
30564,96.36739074,14.72199235,6.3
30565,96.36928656,-69.69029879,5.37
30566,96.37502228,-35.06415327,6.24
30569,96.38579406,23.44214327,6.63
30570,96.38724403,23.32716865,6.05
30575,96.3948033,-2.99144834,6.54
30583,96.41865033,-29.70297689,6.89
30586,96.42529326,14.09268993,6.85
30588,96.42803531,21.64502317,6.53
30591,96.43188386,-48.17689832,5.76
30594,96.44386594,2.27167831,6.51
30595,96.44639352,-3.88903247,6.33
30601,96.46411226,0.81274374,6.6
30602,96.46802262,11.12588453,6.39
30605,96.49213275,58.60328524,6.87
30608,96.49511772,-7.89498309,6.4
30627,96.53979555,-3.51569099,6.42
30630,96.54270578,18.75690438,6.78
30650,96.60485128,-0.77674002,6.79
30651,96.60765486,56.28509613,5.53
30660,96.64351818,-4.59739964,6.16
30663,96.65721715,15.52370192,6.88
30665,96.66336521,13.10117213,6.6
30666,96.66493823,-1.5073359,5.87
30669,96.67773862,-14.603429,6.32
30670,96.68080335,0.4542333,6.88
30675,96.68688283,-7.51193591,6.35
30679,96.70363786,58.41740916,5.21
30691,96.74313699,-4.45929315,6.91
30692,96.74509927,0.84104218,6.7
30700,96.75364689,-4.35565886,6.5
30703,96.7671931,-58.00211606,5.82
30706,96.78160326,-37.89550697,6.48
30711,96.79735771,-25.85649621,6.05
30714,96.80029713,-60.72857956,6.97
30717,96.80733912,0.29924627,5.19
30720,96.81496414,-0.27599945,5.55
30722,96.81574117,14.88922982,6.57
30728,96.83521215,2.90828786,5.55
30735,96.86638252,5.17542242,6.72
30741,96.89800687,32.56294585,6.43
30747,96.91796679,30.64517744,6.95
30757,96.9440128,20.78950901,6.54
30760,96.952569,-62.14992668,6.61
30762,96.96229504,47.40492683,6.55
30769,96.98613158,20.49631993,6.22
30772,96.98987304,-4.7621544,5.06
30788,97.04253297,-32.58007055,4.47
30794,97.06035216,70.53531984,6.03
30795,97.06100518,-77.29088308,6.94
30798,97.06986163,1.91267935,6.48
30804,97.07839037,10.303893,6.16
30815,97.11688989,16.23838644,6.24
30827,97.14203732,30.49303359,5.75
30836,97.15591533,-17.46600893,5.76
30838,97.15934049,-0.72109694,6.8
30840,97.16351262,-32.37127903,5.74
30849,97.17677547,-41.0748772,6.32
30863,97.19609522,-0.57240807,6.52
30867,97.20445834,-7.0330625,3.76
30869,97.21063804,52.44876496,6.94
30874,97.21816158,0.12795754,6.56
30880,97.23492645,26.96745672,6.57
30883,97.24077812,20.21213298,4.13
30886,97.25069821,11.01920974,6.59
30906,97.31171469,2.64619444,6.17
30925,97.35650883,-22.59109785,6.8
30932,97.36874595,-56.85276588,5.2
30953,97.45443845,-50.2390848,5.28
30959,97.48034881,-59.5906786,6.81
30970,97.50956379,7.92111363,6.63
30972,97.51239348,46.68555384,5.88
30973,97.51254527,-65.56824251,6.28
30977,97.5233271,9.02971249,6.57
30986,97.54698363,-10.08151141,5.92
30988,97.54924079,-19.2148895,6.44
31000,97.59111475,22.54491618,6.98
31001,97.59170676,28.21210696,6.85
31002,97.59399123,60.14649773,6.8
31006,97.60522323,41.40168813,6.7
31010,97.6117328,-3.02209509,6.96
31017,97.62410677,-14.9543665,6.75
31019,97.63723996,5.86699939,6.7
31020,97.63837802,-12.08104566,6.58
31024,97.64535463,-13.14817253,6.16
31032,97.66949475,-40.44814029,6.68
31037,97.69286783,-27.76957483,5.92
31039,97.69628396,58.16263323,5.86
31056,97.74956074,-40.91625353,6.19
31058,97.76291637,39.75462053,6.66
31061,97.76886076,-43.71706374,6.68
31066,97.78984649,11.25137551,6.17
31068,97.79432726,-61.87954465,6.15
31072,97.80456464,-35.25884033,5.82
31079,97.82631681,-51.82595295,5.58
31084,97.84602021,-12.39195265,5.16
31086,97.84998056,-32.86854851,6.31
31088,97.85098196,-12.55968541,6.8
31092,97.87289547,-21.40554699,6.58
31096,97.88158076,37.17800193,6.64
31099,97.89561782,-36.94002688,6.26
31105,97.90597386,15.90350125,6.38
31107,97.91407771,11.79227528,6.64
31119,97.95124549,11.54441184,5.22
31121,97.95859188,-8.15823501,5.43
31125,97.96402713,-23.41842159,4.34
31130,97.98133475,4.94285868,6.75
31131,97.98189544,-18.06226088,6.59
31137,97.9929621,-58.75383492,5.69
31147,98.02974864,6.03564766,6.7
31155,98.07296586,8.81796108,6.98
31156,98.07428622,17.77962114,6.91
31158,98.0772722,17.78434936,6.26
31159,98.08002204,4.85599911,5.88
31165,98.08911314,-37.69670193,5.25
31167,98.09637147,-5.86881988,5.6
31168,98.0969769,11.67351964,6.08
31173,98.11326881,32.45489801,5.82
31190,98.16240194,-32.0304468,5.73
31193,98.16759396,35.29373183,6.79
31201,98.19236813,-27.4043648,6.89
31203,98.19310555,-61.82787316,6.85
31205,98.19530677,-11.16638149,6.3
31216,98.22594705,7.33296511,4.47
31223,98.24044301,-48.54452033,6.96
31231,98.26666285,78.97952673,6.61
31237,98.27576921,1.27332063,6.88
31241,98.29266336,-38.62518958,6.44
31265,98.35950515,-52.32923392,6.18
31266,98.36113445,-20.92396108,6.39
31269,98.36398566,-32.22637964,6.96
31277,98.40068469,14.15516326,5.57
31278,98.40800834,-1.22015351,5.09
31290,98.42774022,33.02403925,6.53
31299,98.45616772,-36.23202924,5.42
31309,98.49008807,52.46141075,6.91
31314,98.51042333,-77.68770461,6.66
31325,98.53376702,-29.62960301,6.82
31326,98.53505016,2.89866216,6.9
31340,98.58071728,38.07600293,6.66
31344,98.59026326,-3.07410282,6.59
31359,98.63666302,55.35304187,6.45
31362,98.64721326,-32.71625457,5.62
31363,98.64843818,4.96792791,6.68
31374,98.68066721,-34.00940166,6.69
31385,98.69299227,7.57248165,6.44
31396,98.72366876,16.20577788,6.61
31398,98.72604587,-30.09202485,6.94
31407,98.74408309,-52.975607,4.35
31416,98.76411763,-22.96479303,4.54
31434,98.80025638,28.02231371,5.26
31446,98.81594789,0.89021638,5.78
31448,98.82331955,9.98833531,5.93
31457,98.85090914,-36.77987945,5.59
31469,98.87841116,-22.10905352,6.32
31509,98.97512181,-36.0886322,6.36
31511,98.97791563,43.70582848,6.87
31520,98.99737971,31.47923966,6.9
31523,99.00044097,4.49803167,6.55
31525,99.00887258,16.79702223,6.73
31526,99.00926964,56.38606686,6.56
31552,99.06305819,58.10678252,6.61
31564,99.09521,-18.65990366,5.71
31565,99.10001737,59.66447462,6.84
31567,99.10786662,6.08319004,6.87
31568,99.10943135,27.27839255,6.89
31572,99.11644372,-31.88685271,6.87
31579,99.13681827,38.44550006,5.4
31583,99.14721669,-5.21114314,5.52
31592,99.17098928,-19.2558792,3.95
31593,99.17110073,-22.61473188,6.35
31599,99.19416295,-13.32103582,5.95
31603,99.21364717,-41.55714137,6.36
31617,99.25786962,-38.14650566,6.03
31637,99.30764436,-36.99065085,5.72
31642,99.33321502,-43.4512967,6.87
31646,99.35017416,6.13538216,6.05
31650,99.36370213,24.59085091,6.44
31660,99.39124917,12.18055627,6.84
31661,99.40084195,-55.34373723,6.88
31662,99.40372865,10.85329349,6.39
31665,99.40995432,56.85753098,5.87
31672,99.41802639,2.70415848,6.17
31674,99.41997044,-12.98511577,6.11
31676,99.42244098,61.48123297,5.94
31681,99.42792124,16.39925217,1.93
31685,99.44029726,-43.19593364,3.17
31688,99.44841227,-32.33973479,5.25
31696,99.46861007,23.60445041,6.65
31697,99.46960061,4.95666993,6.14
31700,99.47259046,-18.23747772,4.42
31703,99.47870916,73.69563566,6.26
31711,99.5015131,-61.5333872,6.15
31730,99.57876173,24.45041959,6.75
31731,99.58323097,57.19171353,6.73
31733,99.5852339,-2.54389671,6.14
31736,99.59545285,-23.58032143,6.48
31737,99.59586146,28.98435357,5.76
31738,99.59592165,-52.93206218,6.74
31758,99.64760969,-16.87354681,6.01
31763,99.65162424,61.47772082,6.96
31765,99.65681639,-48.22018309,5.05
31766,99.65911471,1.61351838,6.23
31771,99.66473993,39.39085404,5.7
31776,99.66980573,41.58149302,6.87
31787,99.69968882,6.90188429,6.94
31789,99.70491759,39.90255877,5.34
31790,99.70585644,4.70060911,6.56
31813,99.77208373,22.03088108,6.09
31827,99.81966316,-14.14576374,4.82
31832,99.83260944,42.48887688,4.8
31850,99.88117853,24.60016223,6.43
31852,99.88800004,28.26313404,6.02
31859,99.90093613,-23.69566242,6.05
31870,99.92775298,-30.47049071,5.7
31872,99.93156272,58.09502613,6.96
31874,99.94387808,-1.38013985,6.92
31876,99.9488183,12.98276822,5.99
31886,99.98715543,-38.15899698,6.59
31889,99.9911906,44.01411403,6.35
31897,100.01204212,-80.81359263,5.61
31916,100.05377796,44.33285244,6.75
31922,100.06915934,79.59951523,6.74
31925,100.07861262,-6.34627526,6.91
31928,100.08866512,40.96969666,6.82
31940,100.12032172,77.99578247,5.75
31944,100.1306647,61.92252477,6.58
31945,100.13310949,6.37125078,6.51
31946,100.13438247,71.74878589,5.88
31962,100.19771337,-47.62152324,6.66
31966,100.20612102,-47.67469585,6.71
31976,100.23878091,-12.1822592,6.92
31977,100.24001559,-71.77519249,6.5
31978,100.24441938,9.89575411,4.66
31985,100.25772028,-7.57262603,6.84
31992,100.27266964,0.49532315,5.79
31996,100.28922893,8.98472374,6.53
32007,100.30903869,-40.34984726,6.16
32012,100.321751,11.00319742,6.19
32019,100.33707447,28.19663826,6.45
32020,100.34142273,16.39765002,6.28
32022,100.34342183,-7.16870677,6.96
32037,100.37841754,-20.31762007,6.88
32040,100.40732059,35.93192781,6.48
32055,100.4609294,14.21668272,6.8
32064,100.48494554,-9.16753661,5.21
32065,100.48825221,-20.24974604,6.85
32067,100.49679552,6.34542468,6.36
32069,100.49874616,-16.00720964,6.94
32076,100.52168138,-15.21525276,6.97
32091,100.56825225,-38.39879116,6.28
32094,100.57141507,7.39782461,6.86
32104,100.6013618,17.64530307,5.2
32106,100.60643646,-67.84309933,6.72
32140,100.68081365,-32.7127555,6.76
32143,100.68762303,32.55886742,6.74
32144,100.69185078,-22.44859026,6.26
32146,100.69776179,-4.14088052,6.57
32173,100.77071436,44.52444991,5.04
32177,100.77755909,3.03380071,6.18
32190,100.80726021,37.14737556,6.21
32208,100.84730263,-39.19311834,6.3
32222,100.90315741,-73.1182084,6.36
32226,100.91102307,3.93252783,5.88
32243,100.97304063,-25.53495109,6.7
32246,100.98302496,25.13112417,3.06
32249,100.99705285,13.22801729,4.49
32252,101.02172796,62.96298729,6.61
32256,101.04082501,-54.73072651,6.68
32261,101.04796069,53.29593884,6.28
32268,101.05218189,36.10925831,6.37
32269,101.05329474,-54.69550718,6.47
32275,101.07240733,40.62294646,6.84
32284,101.10277205,56.93302108,6.9
32288,101.10584462,3.14157151,6.81
32292,101.11861215,-31.0705227,5.23
32296,101.12648277,82.11533222,6.61
32309,101.18420716,-61.22422927,6.95
32311,101.18941202,28.97093164,5.42
32315,101.19415503,44.50550274,6.64
32322,101.21646654,-27.3416664,6.43
32332,101.23186146,-70.4337584,6.1
32333,101.23478702,22.8373817,6.76
32339,101.26065345,-30.58640417,6.53
32349,101.28715539,-16.71611582,-1.44
32350,101.29051985,39.36813834,6.93
32352,101.29172236,-18.26831156,6.9
32362,101.32235265,12.89559111,3.35
32366,101.34558198,-31.79366094,5.92
32368,101.34735303,-23.46243182,6.04
32369,101.34794227,24.67247038,6.95
32375,101.35856414,-52.20092458,6.56
32376,101.36056764,9.76573421,6.65
32385,101.3799528,-30.94898055,5.62
32389,101.39623289,27.67324637,6.7
32398,101.45855711,-0.71645904,6.78
32402,101.47382449,-52.40969129,5.81
32404,101.4758265,12.69356138,6.47
32406,101.48942174,-20.77504345,6.91
32411,101.49747737,-14.79612726,5.3
32418,101.51341602,-39.54025671,6.62
32431,101.5432101,23.37122479,6.51
32433,101.54712085,42.26555482,6.88
32434,101.55062201,-37.77532477,6.19
32438,101.55888293,59.44167001,4.86
32439,101.55896087,79.56481097,5.44
32444,101.56836701,-29.56109017,6.91
32455,101.60761417,-19.87790883,6.75
32463,101.63506596,8.58715267,5.92
32466,101.63751827,-14.52370837,6.69
32474,101.66256946,-10.10736009,5.66
32477,101.67355538,-54.69502803,6.45
32480,101.68474499,43.57742706,5.24
32481,101.68600151,-47.80446067,6.95
32488,101.70556508,16.77245712,6.83
32489,101.70628931,57.16917622,5.34
32492,101.71288292,-14.4259708,5.28
32494,101.7194718,-51.26566708,5.39
32500,101.74404947,-87.02496433,6.46
32504,101.75617962,-21.01540172,6.07
32531,101.82795433,-55.53998822,5.6
32533,101.83262738,8.03725399,4.77
32537,101.83916434,-37.92969815,5.27
32538,101.84487256,-48.56357237,6.84
32539,101.84773807,18.19345182,6.35
32558,101.90508797,-8.99850257,5.08
32562,101.91490037,48.78947643,5.22
32571,101.94798451,21.6915414,6.81
32578,101.96520524,2.4121591,4.48
32607,102.04771795,-61.94139161,3.24
32609,102.051217,55.70419499,5.54
32617,102.07944127,-1.31892245,5.75
32622,102.08982381,-7.75460362,6.9
32659,102.1833853,8.86624669,6.92
32668,102.20513119,-34.93679925,6.91
32669,102.21074276,-29.74366822,6.83
32677,102.24057487,-15.14472559,5.39
32682,102.26523537,1.00206466,6.16
32688,102.28577033,23.20192857,6.8
32689,102.29246233,27.19037315,6.66
32697,102.3180079,-28.97354964,6.99
32698,102.31837083,-2.27203835,5.75
32716,102.3825097,-32.5421999,6.85
32740,102.42212909,32.60675579,5.72
32743,102.43019883,25.48436867,6.8
32744,102.43334204,-24.07606635,6.31
32746,102.43450908,37.51274816,6.49
32753,102.45765123,16.2028878,5.87
32759,102.46024639,-32.5084777,3.5
32761,102.46380782,-53.62244951,4.41
32765,102.47756897,-46.61456012,5.14
